0,91777,0,43.72
0,92278,0,43.69
0,92778,0,43.72
0,93278,0,43.69
0,93779,0,43.69
0,94279,0,43.66
0,94779,0,43.66
0,95279,0,43.63
0,95780,0,43.63
0,96280,0,43.63
0,96780,0,43.63
0,97280,0,43.63
0,97781,0,43.63
0,98281,0,43.59
0,98781,0,43.59
0,99282,0,43.56
0,99782,0,43.56
0,100282,0,43.56
0,100782,0,43.53
0,101283,0,43.53
0,101783,0,43.53
0,102283,0,43.53
0,102785,0,43.53
0,103286,0,43.53
0,103786,0,43.50
0,104286,0,43.50
0,104787,0,43.50
0,105287,0,43.50
0,105787,0,43.50
0,106287,0,43.50
0,106788,0,43.47
0,107288,0,43.47
0,107788,0,43.44
0,108288,0,43.44
0,108789,0,43.47
0,109289,0,43.44
0,109789,0,43.41
0,110290,0,43.44
0,110790,0,43.41
0,111290,0,43.41
0,111790,0,43.38
0,112291,0,43.38
0,112791,0,43.38
0,113291,0,43.34
0,113793,0,43.34
0,114294,0,43.38
0,114794,0,43.34
0,115294,0,43.34
0,115795,0,43.31
0,116295,0,43.34
4,116795,0,43.28
4,117295,0,43.31
4,117796,0,43.28
4,118296,0,43.28
4,118796,0,43.28
4,119296,0,43.25
4,119797,0,43.28
4,120297,0,43.28
4,120797,0,43.25
4,121298,0,43.25
4,121798,0,43.25
4,122298,0,43.22
4,122798,0,43.25
4,123299,0,43.19
4,123799,0,43.22
4,124299,0,43.19
4,124801,0,43.19
4,125302,0,43.19
4,125802,0,43.16
4,126302,0,43.16
4,126803,0,43.16
4,127303,0,43.16
4,127803,0,43.16
4,128303,0,43.13
4,128804,0,43.13
4,129304,0,43.13
4,129804,0,43.13
4,130304,0,43.09
4,130805,0,43.13
4,131305,0,43.09
4,131805,0,43.06
4,132306,0,43.06
4,132806,0,43.06
4,133306,0,43.06
4,133806,0,43.06
4,134307,0,43.03
4,134807,0,43.03
4,135307,0,43.03
4,135809,0,43.03
4,136310,0,43.00
4,136810,0,43.00
4,137310,0,43.00
4,137811,0,43.00
4,138311,0,43.00
4,138811,0,42.97
4,139311,0,42.97
4,139812,0,42.97
4,140312,0,42.97
4,140812,0,42.97
4,141312,0,42.94
4,141813,0,42.94
4,142313,0,42.94
4,142813,0,42.91
4,143314,0,42.94
4,143814,0,42.91
4,144314,0,42.91
4,144814,0,42.91
4,145315,0,42.91
4,145815,0,42.88
4,146315,0,42.88
4,146817,0,42.84
4,147318,0,42.88
4,147818,0,42.84
4,148318,0,42.84
4,148819,0,42.84
4,149319,0,42.84
4,149819,0,42.81
4,150319,0,42.81
4,150820,0,42.81
4,151320,0,42.81
4,151820,0,42.78
4,152320,0,42.78
4,152821,0,42.78
4,153321,0,42.78
4,153821,0,42.78
4,154322,0,42.75
4,154822,0,42.75
4,155322,0,42.75
4,155822,0,42.72
4,156323,0,42.72
4,156823,0,42.72
4,157323,0,42.69
4,157825,0,42.69
4,158326,0,42.69
4,158826,0,42.69
4,159326,0,42.69
4,159827,0,42.69
4,160327,0,42.69
4,160827,0,42.66
4,161327,0,42.66
4,161828,0,42.66
4,162328,0,42.63
4,162828,0,42.63
4,163328,0,42.63
4,163829,0,42.63
4,164329,0,42.63
4,164829,0,42.59
4,165330,0,42.59
4,165830,0,42.59
4,166330,0,42.59
4,166830,0,42.56
4,167331,0,42.56
4,167831,0,42.56
4,168331,0,42.56
4,168833,0,42.53
4,169334,0,42.56
4,169834,0,42.53
4,170334,0,42.50
4,170835,0,42.50
4,171335,0,42.53
4,171835,0,42.50
4,172335,0,42.50
4,172836,0,42.50
4,173336,0,42.47
4,173836,0,42.47
4,174336,0,42.47
4,174837,0,42.47
4,175337,0,42.47
4,175837,0,42.44
4,176338,0,42.44
4,176838,0,42.41
4,177338,0,42.41
4,177838,0,42.44
4,178339,0,42.41
4,178839,0,42.41
4,179339,0,42.41
4,179841,0,42.38
4,180342,0,42.38
4,180842,0,42.41
4,181342,0,42.38
4,181843,0,42.34
4,182343,0,42.34
4,182843,0,42.34
4,183343,0,42.34
4,183844,0,42.34
4,184344,0,42.34
4,184844,0,42.31
4,185344,0,42.31
4,185845,0,42.31
4,186345,0,42.28
4,186845,0,42.28
4,187346,0,42.28
4,187846,0,42.25
4,188346,0,42.25
4,188846,0,42.25
4,189347,0,42.25
4,189847,0,42.25
4,190347,0,42.25
4,190849,0,42.25
4,191350,0,42.25
4,191850,0,42.25
4,192350,0,42.22
4,192851,0,42.22
4,193351,0,42.19
4,193851,0,42.19
4,194351,0,42.19
4,194852,0,42.19
4,195352,0,42.16
4,195852,0,42.16
4,196352,0,42.19
4,196853,0,42.16
4,197353,0,42.16
4,197853,0,42.16
4,198354,0,42.13
4,198854,0,42.13
4,199354,0,42.13
4,199854,0,42.13
4,200355,0,42.13
4,200855,0,42.09
4,201355,0,42.09
4,201857,0,42.09
4,202358,0,42.09
4,202858,0,42.06
4,203358,0,42.06
4,203859,0,42.06
4,204359,0,42.06
4,204859,0,42.03
4,205359,0,42.03
4,205860,0,42.03
4,206360,0,42.03
4,206860,0,42.03
4,207360,0,42.03
4,207861,0,42.03
4,208361,0,42.00
4,208861,0,42.00
4,209362,0,42.00
4,209862,0,42.00
4,210362,0,41.97
4,210862,0,41.97
4,211363,0,41.94
4,211863,0,41.97
4,212363,0,41.94
4,212865,0,41.94
4,213366,0,41.94
4,213866,0,41.94
4,214366,0,41.94
4,214867,0,41.91
4,215367,0,41.91
4,215867,0,41.88
4,216367,0,41.91
4,216868,0,41.88
4,217368,0,41.91
4,217868,0,41.88
4,218368,0,41.84
4,218869,0,41.88
4,219369,0,41.84
4,219869,0,41.84
4,220370,0,41.84
4,220870,0,41.84
4,221370,0,41.84
4,221870,0,41.81
4,222371,0,41.81
4,222871,0,41.81
4,223371,0,41.81
4,223873,0,41.78
4,224374,0,41.81
4,224874,0,41.78
4,225374,0,41.78
4,225875,0,41.75
4,226375,0,41.78
4,226875,0,41.75
4,227375,0,41.75
4,227876,0,41.72
4,228376,0,41.75
4,228876,0,41.72
4,229376,0,41.75
4,229877,0,41.72
4,230377,0,41.72
4,230877,0,41.72
4,231378,0,41.72
4,231878,0,41.69
4,232378,0,41.69
4,232878,0,41.69
4,233379,0,41.66
4,233879,0,41.66
4,234379,0,41.66
4,234881,0,41.66
4,235382,0,41.66
4,235882,0,41.66
4,236382,0,41.63
4,236883,0,41.63
4,237383,0,41.63
4,237883,0,41.63
4,238383,0,41.59
4,238884,0,41.63
4,239384,0,41.59
4,239884,0,41.59
4,240384,0,41.59
4,240885,0,41.56
4,241385,0,41.56
4,241885,0,41.56
4,242386,0,41.56
